"names","Formula","aicc","k","logL","delta.aic"
"model2250","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + maoriNumb + private:maori","768.412025926411","15","-367.466882528423","32.8743402669566"
"model1114","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + area:privNumb","768.451259334883","13","-369.925629667442","32.9135736754284"
"model1718","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + area:privNumb + public:private","768.456695357817","15","-367.489217244126","32.9190096983618"
"model1861","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + maori + maoriNumb + public:private:maori","768.52204738053","19","-362.425202794743","32.9843617210752"
"model969","Surv(Erad_Time, Event) ~ SS + landing + public + private + maori","768.532496894827","7","-376.882686803578","32.994811235372"
"model105","Surv(Erad_Time, Event) ~ area + SS + maori","768.53763870872","5","-379.066116651657","32.9999530492652"
"model1821","Surv(Erad_Time, Event) ~ dist + area + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","768.612125519054","17","-365.056062759527","33.0744398595991"
"model1209","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + privNumb + public:maori","768.612748083635","11","-372.376796577029","33.07506242418"
"model1380","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + public:private:maori","768.63577445687","16","-366.332485768581","33.0980887974151"
"model156","Surv(Erad_Time, Event) ~ SS + private + maori","768.645199935987","5","-379.119897265291","33.107514276532"
"model1210","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + privNumb + private:maori","768.646884886729","11","-372.393864978576","33.109199227274"
"model1881","Surv(Erad_Time, Event) ~ dist + SS + landing + public + maori + privNumb + maoriNumb + public:maori","768.648110722851","14","-368.813263994519","33.1104250633964"
"model637","Surv(Erad_Time, Event) ~ dist + area + private + maori + privNumb + private:maori","768.672362864709","10","-373.566950663124","33.1346772052539"
"model1733","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + maoriNumb + public:maori","768.706976591505","14","-368.842696928846","33.1692909320506"
"model220","Surv(Erad_Time, Event) ~ dist + area + SS + privNumb + area:privNumb","768.716820126434","11","-372.428832598428","33.1791344669789"
"model1743","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + public:private:maori","768.806723037143","17","-365.153361518572","33.2690373776882"
"model1225","Surv(Erad_Time, Event) ~ dist + area + public + maori + privNumb + maoriNumb","768.818380855984","12","-371.302807449269","33.2806951965295"
"model2215","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","768.83662445051","25","-354.340187225255","33.298938791055"
"model1724","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + maoriNumb + public:maori","768.903067465918","12","-371.345150754236","33.3653818064631"
"model298","Surv(Erad_Time, Event) ~ dist + landing + public + privNumb","768.917858178614","8","-375.962377365169","33.3801725191588"
"model1737","Surv(Erad_Time, Event) ~ dist + area + SS + private + maori + privNumb + maoriNumb + private:maori","768.936190406679","14","-368.957303836433","33.3985047472238"
"model729","Surv(Erad_Time, Event) ~ dist + landing + public + private + maori","768.949441861671","7","-377.091159287","33.4117562022158"
"model1122","Surv(Erad_Time, Event) ~ dist + area + SS + private + maori + privNumb + area:privNumb","768.984287010975","13","-370.192143505487","33.4466013515197"
"model152","Surv(Erad_Time, Event) ~ SS + public + maori","768.992040473084","5","-379.29331753384","33.4543548136296"
"model2318","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:private:maori","769.002054234794","22","-358.63843169755","33.4643685753389"
"model233","Surv(Erad_Time, Event) ~ dist + area + landing + privNumb + area:privNumb","769.002852363614","11","-372.571848717018","33.4651667041595"
"model1728","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + privNumb + maoriNumb + area:privNumb","769.005437614132","16","-366.517317347212","33.4677519546775"
"model1116","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + area:privNumb + public:maori","769.164559352246","14","-369.071488309217","33.6268736927913"
"model347","Surv(Erad_Time, Event) ~ area + SS + private + maori","769.178679764048","6","-378.30362559631","33.6409941045936"
"model1217","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + maoriNumb + public:private","769.188850700405","11","-372.664847885414","33.6511650409504"
"model2249","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + maoriNumb + public:maori","769.240769403603","15","-367.881254267019","33.7030837441482"
"model2248","Surv(Erad_Time, Event) ~ dist + SS + landing + public + private + maori + privNumb + maoriNumb + public:private","769.30243503649","15","-367.912087083463","33.7647493770355"
"model2059","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maori + privNumb + public:private:maori","769.334998387238","19","-362.831678298096","33.7973127277828"
"model736","Surv(Erad_Time, Event) ~ dist + landing + public + private + maoriNumb","769.356730807634","9","-375.053365403817","33.8190451481795"
"model1732","Surv(Erad_Time, Event) ~ dist + area + SS + public + maori + privNumb + maoriNumb + area:privNumb","769.397336034914","16","-366.713266557603","33.8596503754591"
"model448","Surv(Erad_Time, Event) ~ SS + landing + public + privNumb","769.409461698063","8","-376.208179124893","33.8717760386079"
"model1130","Surv(Erad_Time, Event) ~ dist + area + SS + maori + privNumb + maoriNumb + area:privNumb","769.458955205074","15","-367.990347167754","33.9212695456189"
"model1250","Surv(Erad_Time, Event) ~ dist + SS + Buffer + public + private + maori + public:private:maori","769.461087545021","16","-366.745142312656","33.923401885566"
"model304","Surv(Erad_Time, Event) ~ dist + landing + maori + privNumb","769.465596746155","8","-376.236246648939","33.9279110866999"
"model2293","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private:maori","769.47921232231","25","-354.661481161155","33.9415266628553"
"model1658","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maori + public:private:maori","769.485191617831","17","-365.492595808915","33.9475059583757"
"model63","Surv(Erad_Time, Event) ~ dist + area + landing","769.497278021756","5","-379.545936308175","33.9595923623007"
"model303","Surv(Erad_Time, Event) ~ dist + landing + private + maoriNumb","769.519421227394","8","-376.263158889559","33.9817355679396"
"model1218","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + maoriNumb + public:maori","769.57446831116","11","-372.857656690791","34.0367826517054"
"model628","Surv(Erad_Time, Event) ~ dist + area + public + maori + privNumb + area:privNumb","769.58094794094","12","-371.684090991747","34.0432622814853"
"model1719","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + area:privNumb + public:maori","769.586032540274","15","-368.053885835354","34.0483468808189"
"model20","Surv(Erad_Time, Event) ~ dist + maoriNumb","769.614504009333","6","-378.521537718952","34.0768183498781"
"model342","Surv(Erad_Time, Event) ~ area + SS + public + maori","769.666889170406","6","-378.547730299489","34.1292035109509"
"model447","Surv(Erad_Time, Event) ~ SS + landing + public + maori + public:maori","769.721830592616","7","-377.477353652472","34.184144933161"
"model1720","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + area:privNumb + private:maori","769.750744616466","15","-368.13624187345","34.2130589570112"
"model95","Surv(Erad_Time, Event) ~ dist + private + maori + private:maori","769.771170651042","6","-378.599871039807","34.2334849915873"
"model334","Surv(Erad_Time, Event) ~ area + SS + landing + public","769.790853482664","6","-378.609712455618","34.2531678232091"
"model624","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb + area:privNumb + public:private","769.816523847169","13","-370.608261923584","34.278838187714"
"model147","Surv(Erad_Time, Event) ~ SS + landing + maori","769.85452372973","5","-379.724559162162","34.3168380702751"
"model100","Surv(Erad_Time, Event) ~ dist + privNumb + maoriNumb","769.858576948706","9","-375.304288474353","34.3208912892509"
"model14","Surv(Erad_Time, Event) ~ dist + Buffer","769.868706521963","4","-380.800125073062","34.3310208625077"
"model790","Surv(Erad_Time, Event) ~ area + SS + landing + public + maori","769.881847960685","7","-377.557362336507","34.3441623012297"
"model65","Surv(Erad_Time, Event) ~ dist + area + private","769.896894679975","5","-379.745744637285","34.3592090205201"
"model297","Surv(Erad_Time, Event) ~ dist + landing + public + maori + public:maori","769.90669070179","7","-377.569783707059","34.3690050423347"
"model454","Surv(Erad_Time, Event) ~ SS + landing + maori + privNumb","769.969596430405","8","-376.488246491064","34.4319107709497"
"model324","Surv(Erad_Time, Event) ~ dist + private + maori + maoriNumb + private:maori","770.014818356709","9","-375.382409178355","34.4771326972547"
"model1009","Surv(Erad_Time, Event) ~ Buffer + landing + public + private + maori + public:private:maori","770.032087991734","15","-368.276913561085","34.4944023322796"
"model972","Surv(Erad_Time, Event) ~ SS + landing + public + private + maori + private:maori","770.03749096855","8","-376.522193760137","34.4998053090948"
"model746","Surv(Erad_Time, Event) ~ dist + landing + private + maori + maoriNumb + private:maori","770.055557853459","10","-374.258548157499","34.5178721940044"
"model146","Surv(Erad_Time, Event) ~ SS + landing + private","770.099092832324","5","-379.846843713459","34.5614071728692"
"model1128","Surv(Erad_Time, Event) ~ dist + area + SS + private + privNumb + maoriNumb + area:privNumb","770.164096602873","15","-368.342917866654","34.6264109434185"
"model91","Surv(Erad_Time, Event) ~ dist + public + maori + public:maori","770.164322316684","6","-378.796446872628","34.6266366572293"
"model796","Surv(Erad_Time, Event) ~ area + SS + landing + private + maori + private:maori","770.164560895465","8","-376.585728723595","34.6268752360102"
"model747","Surv(Erad_Time, Event) ~ dist + landing + private + privNumb + maoriNumb","770.21720256003","11","-373.179023815226","34.6795169005752"
"model444","Surv(Erad_Time, Event) ~ SS + landing + public + private","770.241073658596","6","-378.834822543584","34.7033879991412"
"model1223","Surv(Erad_Time, Event) ~ dist + area + public + private + privNumb + maoriNumb + public:private","770.292664237123","13","-370.846332118562","34.7549785776685"
"model307","Surv(Erad_Time, Event) ~ dist + public + private + maori","770.316742969051","6","-378.872657198811","34.7790573095957"
"model732","Surv(Erad_Time, Event) ~ dist + landing + public + private + maori + private:maori","770.330717269565","8","-376.668806910644","34.79303161011"
"model2169","Surv(Erad_Time, Event) ~ dist + area + SS + public + private + maori + privNumb + maoriNumb","770.339008128129","14","-369.658712697158","34.8013224686737"
"model1898","Surv(Erad_Time, Event) ~ dist + Buffer + landing + public + private + maori + maoriNumb + public:private:maori","770.341725652678","19","-363.335041930816","34.8040399932229"
"model1034","Surv(Erad_Time, Event) ~ Buffer + public + private + maori + maoriNumb + public:private:maori","770.362880470116","17","-365.931440235058","34.8251948106614"
"model248","Surv(Erad_Time, Event) ~ dist + area + maori + privNumb + area:privNumb","770.365280702929","11","-373.253062886676","34.8275950434739"
"model971","Surv(Erad_Time, Event) ~ SS + landing + public + private + maori + public:maori","770.395243697519","8","-376.701070124622","34.8575580380642"
"model799","Surv(Erad_Time, Event) ~ area + SS + landing + private + maoriNumb","770.419035201905","9","-375.584517600953","34.8813495424503"
"model92","Surv(Erad_Time, Event) ~ dist + public + privNumb","770.452348747071","7","-377.8426127297","34.9146630876166"
"model157","Surv(Erad_Time, Event) ~ SS + private + maori + private:maori","770.469122069401","6","-378.948846748986","34.9314364099457"
"model2230","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + private + maori + privNumb + public:private:maori","770.486444887306","20","-362.085327706811","34.9487592278507"
"model970","Surv(Erad_Time, Event) ~ SS + landing + public + private + maori + public:private","770.507754150332","8","-376.757325351028","34.9700684908768"
"model1822","Surv(Erad_Time, Event) ~ dist + area + public + private + maori + privNumb + maoriNumb","770.535043857405","13","-370.967521928703","34.9973581979503"
